FIPS,POPESTIMATE2020,Case_Count,% Pop Cases,Total_Vaccines,% Vaccinated
17115,103015,14339,0.13919332136096685,44718,0.4340921225064311
17117,44567,6397,0.14353669755648799,20282,0.45509008907936366
17119,262635,37943,0.14447046280960268,128974,0.4910769699392693
17121,37045,6545,0.176677014441895,13797,0.37243892563098935
17133,34739,5034,0.14490917988427993,17724,0.510204669103889
17135,28045,4617,0.16462827598502408,11528,0.41105366375468
17137,33400,4875,0.14595808383233533,15140,0.4532934131736527
17141,50306,7111,0.14135490796326483,23715,0.47141494056374983
17143,177652,25956,0.14610586990295635,92073,0.5182773061941324
17145,20664,4103,0.1985578784359272,7690,0.3721447928765002
17157,31351,5187,0.1654492679659341,12632,0.40292175688175813
17161,140907,17779,0.12617542066753248,67972,0.4823890935155812
17163,258046,34985,0.13557660262123808,129888,0.5033521155142882
17165,23182,4054,0.17487705978776638,9281,0.40035372271590025
17167,193882,24437,0.12604058138455349,107586,0.5549045295592164
17173,21299,2947,0.13836330344147613,7571,0.35546269777923845
17177,43831,5454,0.12443247929547581,22801,0.5202025963359266
17179,130777,19754,0.15105102579199706,66637,0.5095467857497878
17183,74855,13178,0.1760470242468773,25198,0.33662414000400775
17195,54656,7854,0.14369877049180327,26104,0.47760538641686184
17197,688726,87188,0.12659315896307094,370345,0.5377247265240458
17199,66415,11442,0.17228035835278174,29489,0.44401114206128134
17201,281295,38961,0.13850583906574948,132021,0.4693329067349224
17203,38091,5451,0.14310467039458138,17931,0.4707411199495944
18001,35839,4523,0.12620329808309383,10923,0.3047797092552806
18003,382187,52555,0.1375112183302938,180378,0.4719626779560791
18005,84447,10562,0.12507253069972882,44915,0.5318720617665518
18011,69347,10619,0.15312846986892006,43045,0.6207189928908244
18015,20228,3793,0.18751235910618944,6303,0.31159778524817083
18017,37388,7158,0.19145180271744944,15345,0.41042580507114584
18019,119266,16890,0.1416162192074858,64872,0.5439270202740094
18021,26246,3950,0.15049912367598872,13356,0.5088775432446849
18023,32206,4679,0.14528348754890394,13898,0.4315344966776377
18027,33505,3878,0.11574391881808685,9960,0.2972690643187584
18029,49824,7225,0.14501043673731534,26937,0.540643063583815
18031,26584,3737,0.1405732771591935,11641,0.4378949744207042
18033,43670,5554,0.1271811312113579,16954,0.38822990611403707
18035,113454,13366,0.11780986126535865,50088,0.44148289174467187
18037,42542,7544,0.1773306379577829,22205,0.5219547741055898
18039,206161,33064,0.1603795092185234,78907,0.38274455401361074
18041,22892,3678,0.16066748208981305,8173,0.35702428796085967
18043,78936,10031,0.12707763251241513,40901,0.5181539475017736
18047,22761,2453,0.10777206625367954,7595,0.33368481173937875
18051,33825,6183,0.18279379157427939,14399,0.42569105691056913
18053,65225,8854,0.13574549635875816,25129,0.385266385588348
18055,32203,4596,0.14271962239542899,11819,0.3670154954507344
18057,344238,45053,0.13087747430556765,217360,0.6314236080851039
18059,79553,11591,0.1457016077332093,47958,0.6028433874272497
18061,40682,5920,0.1455189027088147,18788,0.461825868934664
18063,173251,22548,0.13014643494121247,110707,0.6389977547027146
18065,48033,7564,0.15747506922324236,22787,0.4744030145941332
18067,82732,13488,0.16303244210220955,35453,0.42852825992360877
18069,36395,5824,0.16002198104135185,16918,0.46484407198791045
18071,44222,6168,0.1394780878295871,21134,0.47790692415539776
18073,33440,4659,0.13932416267942585,14142,0.4229066985645933
18077,32110,4619,0.14384926814076612,16492,0.5136094674556213
18079,27515,3406,0.12378702525894966,10096,0.3669271306560058
18081,160607,24191,0.15062232654865604,83516,0.5200022414963233
18083,36522,5438,0.14889655550079403,16703,0.45734078089918406
18085,78988,11014,0.13943890211171317,29489,0.3733351901554667
18087,40119,3180,0.0792641890376131,8352,0.2081806625289763
18089,487536,62273,0.1277300548062092,243764,0.4999917954776673
18091,109663,13946,0.12717142518442867,56178,0.5122785260297457
18093,45496,6938,0.15249692280640056,20322,0.4466766309126077
18095,129681,16672,0.12856162429345858,61443,0.4738010965368867
18097,966183,119377,0.12355526851538477,479618,0.4964049253609306
18099,46108,7031,0.15248980654116423,18774,0.40717445996356383
18103,35328,5160,0.14605978260869565,13355,0.378028759057971
18105,148219,12423,0.08381516539714881,80601,0.5437966792381543
18107,38365,5539,0.14437638472566142,15975,0.41639515183109604
18109,70707,8064,0.11404811404811405,34532,0.4883816312387741
18113,47832,7046,0.14730724201371467,16880,0.3529018230473323
18119,20833,2571,0.12340997455959295,8144,0.3909182546920751
18127,170980,21274,0.1244239092291496,88212,0.5159199906421804
18129,25275,3491,0.13812067260138478,11075,0.4381800197823937
18133,37469,4977,0.13282980597293761,14601,0.3896821372334463
18135,24191,2843,0.11752304576082014,10003,0.41350088876028274
18137,28448,4193,0.14739173228346455,12236,0.4301181102362205
18141,271484,11776,0.04337640523935112,144410,0.5319282167641556
18143,23788,3913,0.16449470321170337,9649,0.40562468471498236
18145,44871,6269,0.13971161774865726,23356,0.5205143633972945
18147,20225,3078,0.15218788627935723,8270,0.4088998763906057
18149,23049,2646,0.11479890667707926,7623,0.3307301835220617
18151,34831,4876,0.13999023858057477,15201,0.4364215784789412
18153,20578,2934,0.14257945378559628,9356,0.45466031684323066
18157,196115,25403,0.1295311424419346,102668,0.5235091655406267
18163,182447,29568,0.16206350337358247,95822,0.5252045799602076
18167,106608,15300,0.1435164340387213,48632,0.45617589674320874
18169,30784,4661,0.15140982328482328,11862,0.3853300415800416
18173,63269,10316,0.16304983483222432,36166,0.571622753639223
18175,28213,3119,0.11055187324992025,10326,0.3660014886754333
18177,65778,9427,0.1433153942047493,29155,0.4432332998875004
18179,28142,3680,0.13076540402245754,10851,0.3855802714803497
18181,24165,3338,0.13813366439064764,12017,0.4972894682391889
18183,34378,4963,0.1443655826400605,14841,0.43170050613764616
19011,25414,3157,0.12422286928464626,13395,0.5270716927677658
19013,130786,19342,0.14789044698973897,70798,0.5413270533543345
19015,26277,3062,0.11652776192107166,15192,0.5781481904326978
19017,25311,3256,0.12863972186006084,13568,0.5360515191023666
19019,21287,2337,0.1097853149809743,10364,0.4868699206088223
19027,19914,3236,0.16249874460178768,11358,0.5703525158180175
19033,42103,6157,0.1462366102177992,24171,0.5740921074507754
19045,46392,6222,0.13411795137092603,22697,0.48924383514399034
19049,96963,12811,0.13212256221445293,54177,0.5587389004053093
19057,38708,5899,0.15239743722227964,17897,0.4623592022320967
19061,97590,14767,0.15131673327185163,56702,0.5810226457628855
19099,37148,4917,0.1323624421233983,19580,0.5270808657262841
19103,153740,16770,0.10908026538311436,97559,0.6345713542344218
19105,20617,3401,0.1649609545520687,11095,0.5381481301838289
19111,33480,5121,0.15295698924731183,15430,0.4608721624850657
19113,227854,26075,0.11443731512284182,134793,0.5915761847498837
19123,22370,2780,0.124273580688422,8686,0.38828788556101923
19125,33168,4516,0.13615533043897732,15893,0.4791666666666667
19127,39495,5816,0.14725914672743384,22723,0.5753386504620838
19139,42394,5904,0.13926499032882012,22924,0.5407368967306694
19149,25219,4356,0.17272691224870138,11888,0.471390618184702
19153,494281,67884,0.13733888213384693,290082,0.5868766956447851
19155,93328,13020,0.13950797188410766,47266,0.506450368592491
19163,173216,23027,0.13293806576759654,91817,0.5300722796970256
19167,35043,5568,0.15889050594983306,13226,0.3774220243700596
19169,98237,11999,0.12214338792919165,54939,0.5592495699176482
19179,34985,5015,0.14334714877804774,15491,0.4427897670430184
19181,52265,6830,0.13068018750597915,27331,0.5229312159188749
19183,21992,3127,0.14218806838850492,11326,0.5150054565296471
19187,35934,6281,0.1747926754605666,18635,0.5185896365559081
19193,103138,17351,0.1682309139211542,51216,0.4965774011518548
20009,25658,3181,0.12397692727414451,9854,0.3840517577363785
20015,66992,9714,0.145002388344877,27701,0.4134971339861476
20035,34628,4820,0.1391937160679219,14584,0.42116206538061685
20037,38730,6373,0.16454944487477408,16470,0.4252517428350116
20045,122530,10976,0.08957806251530237,66575,0.5433363257977638
20051,28671,4143,0.14450141257716856,12683,0.4423633636775836
20055,35917,6556,0.1825319486594092,13785,0.3838015424450817
20057,33094,6593,0.19922040248987732,12293,0.3714570617030277
20059,25703,3262,0.12691125549546745,11527,0.44846905030541184
20061,32218,4349,0.13498665342355204,18222,0.5655844558942206
20079,34291,4537,0.13230876906476918,13957,0.40701641830217844
20091,607220,72476,0.11935706992523303,391710,0.6450874477125259
20103,82246,9271,0.11272280718819153,43461,0.5284269143788147
20111,33045,5031,0.1522469359963686,16765,0.5073384778332577
20113,28448,3939,0.13846316085489313,13649,0.4797876827896513
20121,34334,3878,0.11294926312110444,14583,0.42473932544999127
20125,31502,4825,0.15316487842041776,12774,0.40549806361500856
20149,24722,2534,0.10249979775099102,8501,0.3438637650675512
20155,61793,9571,0.1548880941206933,27864,0.4509248620393896
20161,73202,7232,0.09879511488757138,25114,0.343078057976558
20169,53926,7613,0.14117494344101175,23792,0.4411971961576976
20173,519907,71557,0.13763423073742034,229636,0.4416866862727372
20175,21038,4233,0.20120733910067498,8336,0.39623538359159616
20177,175999,23393,0.13291552792913597,95751,0.5440428638799084
20191,22578,2792,0.12366020019487997,8678,0.3843564531845159
20209,165265,26287,0.15905969200980244,79617,0.48175354733307113
21003,21303,4481,0.21034596066281744,8064,0.378538234051542
21005,22833,3772,0.16519949196338632,12841,0.562387772084264
21009,44300,5221,0.11785553047404063,18241,0.4117607223476298
21013,25482,3077,0.12075190330429322,11101,0.43564084451769874
21019,46516,5040,0.10834981511737897,18625,0.4003998624129332
21021,30367,3131,0.10310534461751243,16622,0.5473705008726578
21029,82182,7342,0.08933829792411964,36313,0.44186074809569004
21035,39300,3419,0.08699745547073791,16803,0.42755725190839694
21043,26542,2459,0.09264561826539071,11161,0.42050335317609827
21047,71478,2807,0.03927082458938415,21249,0.297280282044825
21049,36463,2826,0.07750322244466994,19000,0.5210761593944546
21059,101978,9794,0.09604032242248328,51335,0.5033928886622605
21067,324735,36498,0.11239318213312394,208435,0.6418618257964186
21071,34974,3198,0.09143935494939098,18285,0.5228169497340882
21073,51118,4050,0.07922845181736375,36044,0.7051136585938417
21083,36818,4046,0.1098919007007442,14926,0.4053995328371992
21085,26480,2222,0.08391238670694864,11979,0.45237915407854984
21093,111309,9747,0.08756704309624559,63636,0.5717057919844757
21095,25566,2789,0.10909019791911131,10627,0.41566924822029255
21101,44740,4674,0.10447027268663389,20243,0.4524586499776486
21107,44662,4543,0.1017195826429627,21181,0.4742510411535534
21111,767452,12780,0.016652507257782896,463035,0.6033406649536388
21113,54057,4454,0.08239450949923229,27762,0.5135690104889283
21121,31022,4054,0.13068145187286442,10098,0.32551092772870865
21125,61238,8221,0.1342467095594239,22756,0.3715993337470198
21133,21213,1901,0.08961485881299203,10289,0.485032762928393
21137,24466,1828,0.074715932314232,9383,0.38351181231096215
21141,27416,2559,0.09333965567551794,12787,0.46640647796906914
21145,65644,3868,0.05892389251112059,32988,0.5025287916641277
21151,94265,9289,0.09854134620484803,42733,0.4533283827507558
21157,31163,2077,0.06664955235375285,15244,0.4891698488592241
21163,28616,2203,0.07698490355046128,10899,0.38087084148727984
21167,21889,1823,0.08328384119877565,11544,0.5273881858467724
21173,28186,2856,0.10132689987937274,12818,0.45476477683956573
21177,30457,3146,0.10329316741635748,13963,0.4584496174935154
21179,46450,4896,0.10540365984930032,24826,0.5344671689989235
21183,23899,2411,0.10088288212895936,8459,0.353947863927361
21185,66999,5670,0.08462812877804146,36503,0.5448290272989149
21193,25456,2643,0.1038262099308611,14271,0.5606143934632307
21195,57057,5442,0.0953783059046217,27470,0.4814483761852183
21199,65530,5227,0.07976499313291623,28381,0.4330993438119945
21205,24682,2238,0.09067336520541285,11556,0.46819544607406205
21209,58470,5256,0.08989225243714725,33172,0.5673336753890884
21211,49611,3838,0.07736187539053839,22889,0.46136945435488097
21217,25707,3200,0.1244797136966585,12391,0.4820087913797798
21227,134510,15094,0.11221470522637722,56549,0.42040740465392906
21231,20209,1501,0.07427383838883665,7411,0.3667177990004453
21235,36451,3965,0.10877616526295575,14472,0.39702614468738856
21239,26765,2307,0.08619465720156921,18268,0.682533158976275
22017,237479,1813,0.007634359248607245,101994,0.429486396691918
22033,439729,1438,0.003270195961603624,218519,0.4969401608718097
22051,432346,1555,0.0035966563816942913,249751,0.5776646482215633
22071,389476,1933,0.004963078597911039,238448,0.6122277110784746
23001,108547,8869,0.08170654186665684,65915,0.6072484730116908
23003,66804,2552,0.03820130531105922,41105,0.6153074666187653
23005,298111,18557,0.06224862551197373,227280,0.7624005823334261
23007,29986,1506,0.0502234376042153,17145,0.5717668245181085
23009,55088,1678,0.03046035434214348,37752,0.6853035143769968
23011,122955,7283,0.05923305274287341,76919,0.6255865967223782
23013,39951,1382,0.03459237566018372,29664,0.7425095742284298
23015,34775,1232,0.035427749820273184,24961,0.717785765636233
23017,58132,3872,0.06660703227138237,34572,0.5947154751255763
23019,151655,7889,0.052019386106623586,96143,0.633958656160364
23023,36044,1520,0.042170680279658194,24977,0.6929586061480413
23025,50635,2667,0.05267107731806063,27626,0.5455909943714822
23027,39923,1606,0.040227437817799264,25195,0.6310898479573178
23031,209066,14834,0.0709536701328767,147521,0.7056192781226981
24001,70057,9912,0.14148479095593589,34699,0.4952966869834563
24003,582777,47396,0.08132784924593799,394373,0.6767133912285488
24005,826017,79540,0.09629341768995069,525432,0.636103131049361
24009,93072,7875,0.08461191335740072,56013,0.6018243940175348
24011,33492,2866,0.08557267407142004,17185,0.5131076077869342
24013,169092,14649,0.08663331204314811,110393,0.65285761597237
24015,103419,9077,0.08776917200901188,52961,0.5121012579893444
24017,164436,4472,0.027195991145491254,95003,0.5777506142207303
24019,31853,3873,0.12158980315825825,17044,0.5350830377044549
24021,265161,25983,0.09798952334619344,173747,0.6552509607370617
24025,256805,19436,0.0756838846595666,160162,0.6236716574833044
24027,328200,17413,0.053056063375990246,242164,0.7378549664838513
24031,1051816,82814,0.07873430333822645,806693,0.7669525848627516
24033,909612,94282,0.10365078736868027,568539,0.625034630149998
24035,51167,4790,0.09361502530928137,30024,0.5867844509156293
24037,114687,8646,0.07538779460618902,66711,0.5816788302074342
24039,25453,3369,0.13236160766903704,11345,0.44572349035477155
24041,36972,2388,0.06458941901979877,24968,0.6753218651952829
24043,151146,16398,0.10849112778373228,78117,0.5168314080425549
24045,103990,9407,0.09046062121357823,51311,0.493422444465814
24047,52403,6506,0.12415319733603038,33900,0.6469095280804534
24510,586131,58694,0.10013802375236935,333472,0.5689376606935992
25001,213164,18896,0.08864536225629092,10994,0.05157531290461804
25003,124571,7994,0.06417223912467589,62885,0.504812516556823
25005,566765,78343,0.1382283662540912,322444,0.5689200991592636
25009,791263,110890,0.14014303714441342,509502,0.6439097999021817
25011,70267,3225,0.045896366715527916,42049,0.5984174648127856
25013,463986,61764,0.13311608539912842,266752,0.5749138982641717
25015,161401,11329,0.07019163450040582,94448,0.5851760521929852
25017,1609379,158313,0.09836899822850925,1126962,0.7002464925912417
25021,709409,68782,0.09695676260098195,487332,0.6869549159934537
25023,523738,61997,0.11837407253244943,317737,0.6066716564389065
25025,801582,105516,0.13163469239578732,516473,0.644317112909222
25027,829212,94610,0.11409627453534199,505157,0.6092012657800417
26005,118927,10475,0.0880792418878808,55267,0.4647136478680199
26007,28238,1947,0.06894964232594376,14653,0.5189106877257597
26009,23449,1425,0.060770182097317584,12540,0.5347776024563947
26015,62061,5874,0.09464881326436893,27208,0.43840737339069624
26017,102387,9883,0.09652592614296737,53734,0.5248127203648901
26021,153025,15078,0.09853291945760496,77660,0.5074987747100147
26023,43424,5802,0.13361274871039056,17565,0.40449981577008104
26025,133580,13429,0.10053151669411589,62369,0.46690372810300945
26027,51584,4418,0.08564671215880894,20071,0.389093517369727
26029,26105,1522,0.05830300708676499,15607,0.5978548170848497
26031,25365,1688,0.06654839345554898,13036,0.5139365267100335
26033,36958,2143,0.057984739433952055,23846,0.6452188971264678
26035,30771,2291,0.07445321893991096,13199,0.42894283578694226
26037,79753,5934,0.07440472458716287,41463,0.5198926686143468
26041,35612,3827,0.10746377625519488,20407,0.5730371784791644
26043,25112,2466,0.09820006371455878,15531,0.6184692577253903
26045,110148,9710,0.08815411991139195,57176,0.5190834150415804
26047,33342,2161,0.06481314858136884,22607,0.6780337112350788
26049,404794,35314,0.087239435367125,184207,0.45506356319510666
26051,25424,2090,0.08220578980490875,11268,0.44320327249842667
26055,93592,6251,0.06678989657235661,58006,0.619775194461065
26057,40283,3244,0.08053024849191967,16900,0.41953181242707843
26059,45658,4238,0.09282053528406851,15815,0.346379604888519
26061,35126,2623,0.07467403063257985,17096,0.48670500483971985
26063,30653,3280,0.1070042083972205,15568,0.507878511075588
26065,290609,14235,0.04898334187860665,152714,0.5254964574393773
26067,64553,7950,0.1231546171363066,27485,0.4257741700618097
26069,25140,2007,0.07983293556085919,12979,0.5162688941925219
26073,69504,6042,0.08693024861878453,28419,0.40888294198895025
26075,156920,12148,0.07741524343614581,75781,0.48292760642365534
26077,265988,22890,0.08605651382769147,147164,0.5532730799885709
26081,658708,71130,0.10798411435719621,363838,0.5523509658300795
26087,87635,8690,0.0991612940035374,37655,0.4296799224054316
26089,21743,1142,0.05252265096812767,16799,0.7726164742675804
26091,97808,10295,0.1052572386716833,47316,0.4837641092753149
26093,192335,16735,0.08700964463046247,106562,0.5540437257909376
26099,870791,19731,0.022658709150645794,453168,0.5204096046008744
26101,24738,1248,0.050448702401164204,13606,0.5500040423639745
26103,65834,4723,0.07174104566029711,39517,0.6002521493453231
26105,29164,2262,0.07756137704018654,16187,0.5550336030722809
26107,43907,3258,0.07420229120641356,16554,0.3770241647117772
26109,22608,2018,0.08926043878273178,14766,0.653131634819533
26111,83441,7580,0.09084263132033413,44882,0.5378890473508228
26115,150568,13904,0.09234365867913501,76560,0.5084745762711864
26117,63476,5831,0.09186149095721217,24535,0.3865240405822673
26121,173883,11554,0.06644697871557312,86117,0.49525830587233943
26123,49348,4779,0.09684283050984842,19856,0.40236686390532544
26125,1253459,55840,0.04454872476881972,764592,0.6099856477156412
26127,26819,2771,0.10332227152391961,13085,0.48790036914128043
26129,20923,1603,0.07661425225828036,8717,0.4166228552310854
26133,23466,1867,0.07956191937270946,9016,0.3842154606664962
26137,24765,2107,0.08507974964667878,12559,0.507126993741167
26139,294635,31624,0.10733280160198211,152180,0.5165034703955742
26143,23986,1687,0.07033269407154173,12517,0.521846076878179
26145,189868,21264,0.11199359555059304,91546,0.4821560241852234
26147,159293,15573,0.09776324132259422,72622,0.4559020170377857
26149,60848,5914,0.09719300552195635,24830,0.4080660005259006
26151,40747,3174,0.07789530517584117,16194,0.39742803151152234
26155,67738,6274,0.09262157134843071,31872,0.4705187634710207
26157,52289,5235,0.10011665933561552,22013,0.4209872057220448
26159,75474,6893,0.09132946445133423,38428,0.5091554707581418
26161,366473,26077,0.0711566745708415,241052,0.657761963364286
26163,1740623,117269,0.06737185478992291,841689,0.48355617500170917
26165,33743,2611,0.07737901194321785,15820,0.4688379812109178
27003,359921,47797,0.13279858635645045,179257,0.49804540440818956
27005,34456,4249,0.12331669375435338,16495,0.4787264917576039
27007,47442,4927,0.10385312592217866,24300,0.5122043758694828
27009,40958,6361,0.15530543483568535,14315,0.34950437033058257
27013,68241,8561,0.12545244061487962,36151,0.5297548394660102
27015,24846,3409,0.13720518393302744,14661,0.590074861144651
27017,35769,3855,0.10777488887025077,19996,0.5590315636444966
27019,106565,11979,0.11241026603481444,59623,0.5594988973865715
27021,29928,3346,0.11180165731087945,13498,0.45101577118417535
27025,56794,7060,0.12430890587033841,28230,0.49705954854386025
27027,64690,9047,0.13985159993816665,21775,0.3366053485855619
27035,65644,7690,0.11714703552495277,32662,0.49756261044421424
27037,431807,51910,0.12021574453401636,256016,0.5928945107420677
27039,20987,2318,0.11044932577309763,10775,0.5134130652308572
27041,38328,5267,0.1374191191817992,19340,0.5045919432268837
27045,21135,1841,0.08710669505559498,12437,0.5884551691506978
27047,30364,4207,0.13855223290739033,15111,0.49766170465024373
27049,46318,5421,0.11703873224232479,26891,0.5805734271773393
27053,1268408,140071,0.11043055546795669,811442,0.6397326412321588
27057,21783,2220,0.10191433686819998,8849,0.4062342193453611
27059,41429,4853,0.11714016751550846,14504,0.3500929300731372
27061,45268,5102,0.11270654767164442,22172,0.4897941150481576
27067,43130,7365,0.17076281010897287,19744,0.4577788082541155
27079,28741,3331,0.11589715041230299,12199,0.4244459135033576
27083,25271,3815,0.15096355506311582,12554,0.4967749594396739
27085,35710,4907,0.13741248949873985,17611,0.49316718006160737
27093,23341,2999,0.12848635448352685,9584,0.41060794310440857
27095,26146,3492,0.13355771437313546,13216,0.5054692878451771
27097,33187,4619,0.13918100461023894,13901,0.4188688341820592
27099,40150,5495,0.1368617683686177,21617,0.5384059775840597
27103,34482,3684,0.10683835044370976,18933,0.5490690795197495
27105,21400,4398,0.20551401869158878,11121,0.5196728971962616
27109,159298,15697,0.09853858805509172,104878,0.6583761252495324
27111,58741,6585,0.11210227949813588,25454,0.43332595631671234
27115,29359,3636,0.12384618004700433,12441,0.4237542150618209
27119,30900,4276,0.13838187702265373,11184,0.36194174757281555
27123,547903,58337,0.10647322610024038,337923,0.6167569807064389
27131,67084,9029,0.1345924512551428,37537,0.5595522032079184
27137,198538,20084,0.10115947576786308,116125,0.5849006235582105
27139,150689,19537,0.12965113578297022,88397,0.5866187976560997
27141,98811,13363,0.1352379795771726,37618,0.38070660149173674
27145,162038,24648,0.15211246744590776,80223,0.4950875720510004
27147,36596,4910,0.13416766859766094,19619,0.5360968411848289
27153,24732,3135,0.1267588549247938,9037,0.3653970564450914
27157,21642,2340,0.10812309398392016,13740,0.6348766287773773
27163,265476,30519,0.11495954436559237,156124,0.5880908255360183
27169,50485,5469,0.10832920669505794,26839,0.5316232544320095
27171,140249,18385,0.13108827870430448,64475,0.4597180728561345
28033,188275,2331,0.0123808259195326,85585,0.4545744257070774
28035,75009,1034,0.013785012465170846,27438,0.3657961044674639
28047,208801,2991,0.014324644039061116,97732,0.4680628924190976
28049,227966,3592,0.015756735653562372,118618,0.520331979330251
28059,143802,2559,0.01779530187340927,56921,0.39582898707945646
28067,67993,1309,0.01925198182165811,25638,0.3770682276116659
28075,73751,1141,0.01547097666472319,33532,0.454665021491234
28081,85466,2,0.000023401118573467812,33510,0.39208574169845317
28089,106871,1732,0.016206454510578172,60927,0.5700985300034621
28095,35123,4,0.00011388548814167355,16062,0.45730717763289014
28099,28996,1058,0.03648779141950614,10240,0.3531521589184715
28121,155975,1484,0.00951434524763584,72094,0.46221509857348936
28151,42837,1482,0.03459626024231389,19046,0.444615636015594
29019,182991,1345,0.007350088255706565,98943,0.5406987228880109
29021,86530,1193,0.013787125852305558,29578,0.3418236449786201
29047,253463,1003,0.003957185072377428,117498,0.4635706197748784
