State,County Name,Urban Rural Code,FIPS,Total deaths,COVID-19 Deaths,Urban Rural Description,Pct_Deaths_by_Covid,Covid_Death_Pct_Above_Median
OH,Lake County,2,39085,4059,378,Large fringe metro,9.312638580931264,0
OH,Licking County,2,39089,2959,252,Large fringe metro,8.516390672524501,0
OH,Lorain County,2,39093,5558,585,Large fringe metro,10.525368837711408,0
OH,Lucas County,3,39095,11502,1459,Medium metro,12.684750478177708,1
OH,Mahoning County,3,39099,7196,859,Medium metro,11.937187326292385,0
OH,Marion County,5,39101,1521,253,Micropolitan,16.63379355687048,1
OH,Medina County,2,39103,2464,206,Large fringe metro,8.36038961038961,0
OH,Miami County,3,39109,2022,219,Medium metro,10.83086053412463,0
OH,Montgomery County,3,39113,15635,1959,Medium metro,12.529581068116405,1
OH,Muskingum County,5,39119,2313,261,Micropolitan,11.284046692607005,0
OH,Pickaway County,2,39129,899,104,Large fringe metro,11.568409343715238,0
OH,Portage County,3,39133,2536,204,Medium metro,8.04416403785489,0
OH,Richland County,4,39139,2803,307,Small metro,10.952550838387442,0
OH,Ross County,5,39141,2037,258,Micropolitan,12.665684830633284,1
OH,Sandusky County,5,39143,1114,114,Micropolitan,10.23339317773788,0
OH,Scioto County,5,39145,2318,212,Micropolitan,9.1458153580673,0
OH,Stark County,3,39151,9488,1260,Medium metro,13.279932546374368,1
OH,Summit County,3,39153,12547,1280,Medium metro,10.201641826731489,0
OH,Trumbull County,3,39155,4134,441,Medium metro,10.667634252539914,0
OH,Tuscarawas County,5,39157,2126,296,Micropolitan,13.922859830667921,1
OH,Warren County,2,39165,3594,308,Large fringe metro,8.569838619922091,0
OH,Washington County,5,39167,1702,244,Micropolitan,14.336075205640423,1
OH,Wayne County,5,39169,2212,263,Micropolitan,11.889692585895117,0
OH,Wood County,3,39173,2305,159,Medium metro,6.898047722342733,0
OK,Bryan County,5,40013,1012,148,Micropolitan,14.624505928853754,1
OK,Canadian County,2,40017,1416,151,Large fringe metro,10.663841807909606,0
OK,Carter County,5,40019,1204,185,Micropolitan,15.365448504983389,1
OK,Cherokee County,5,40021,993,149,Micropolitan,15.005035246727088,1
OK,Cleveland County,2,40027,4087,557,Large fringe metro,13.628578419378517,1
OK,Comanche County,4,40031,2269,306,Small metro,13.486117232260908,1
OK,Delaware County,6,40041,923,117,Noncore,12.676056338028168,1
OK,Garfield County,5,40047,1487,240,Micropolitan,16.139878950907868,1
OK,Kay County,5,40071,959,130,Micropolitan,13.555787278415016,1
OK,Muskogee County,5,40101,1995,299,Micropolitan,14.987468671679197,1
OK,Oklahoma County,1,40109,21157,3108,Large central metro,14.69017346504703,1
OK,Payne County,5,40119,1087,108,Micropolitan,9.935602575896963,0
OK,Pittsburg County,5,40121,1205,173,Micropolitan,14.356846473029044,1
OK,Pontotoc County,5,40123,871,144,Micropolitan,16.532721010332953,1
OK,Pottawatomie County,5,40125,1694,215,Micropolitan,12.69185360094451,1
OK,Rogers County,3,40131,1403,121,Medium metro,8.624376336421953,0
OK,Stephens County,5,40137,1030,152,Micropolitan,14.757281553398057,1
OK,Tulsa County,3,40143,17694,2840,Medium metro,16.050638634565388,1
OK,Washington County,5,40147,1487,249,Micropolitan,16.745124411566913,1
OR,Clackamas County,2,41005,6544,321,Large fringe metro,4.9052567237163816,0
OR,Deschutes County,4,41017,3328,244,Small metro,7.331730769230769,0
OR,Douglas County,5,41019,2924,183,Micropolitan,6.258549931600547,0
OR,Jackson County,4,41029,4961,309,Small metro,6.228582946986495,0
OR,Josephine County,4,41033,2359,198,Small metro,8.393387028401865,0
OR,Klamath County,5,41035,1606,109,Micropolitan,6.787048567870485,0
OR,Lane County,3,41039,7762,302,Medium metro,3.8907498067508373,0
OR,Marion County,3,41047,5658,406,Medium metro,7.175680452456698,0
OR,Multnomah County,1,41051,13822,1089,Large central metro,7.878744031254521,0
OR,Washington County,2,41067,6972,432,Large fringe metro,6.196213425129088,0
PA,Adams County,4,42001,1644,153,Small metro,9.306569343065693,0
PA,Allegheny County,1,42003,32774,3095,Large central metro,9.44346128028315,0
PA,Armstrong County,2,42005,1212,118,Large fringe metro,9.735973597359736,0
PA,Beaver County,2,42007,3632,392,Large fringe metro,10.79295154185022,0
PA,Berks County,3,42011,7711,1029,Medium metro,13.344572688367268,1
PA,Blair County,4,42013,3820,472,Small metro,12.356020942408378,1
PA,Bradford County,5,42015,1816,182,Micropolitan,10.022026431718063,0
PA,Bucks County,2,42017,11652,1302,Large fringe metro,11.1740473738414,0
PA,Butler County,2,42019,3871,485,Large fringe metro,12.52906225781452,1
PA,Cambria County,4,42021,3532,481,Small metro,13.618346545866364,1
PA,Carbon County,3,42025,1186,127,Medium metro,10.708263069139965,0
PA,Centre County,4,42027,2119,249,Small metro,11.75082586125531,0
PA,Chester County,2,42029,8082,978,Large fringe metro,12.100965107646623,1
PA,Clearfield County,5,42033,1881,193,Micropolitan,10.260499734183945,0
PA,Crawford County,5,42039,1768,171,Micropolitan,9.671945701357467,0
PA,Cumberland County,3,42041,5198,714,Medium metro,13.73605232781839,1
PA,Dauphin County,3,42043,6860,828,Medium metro,12.06997084548105,0
PA,Delaware County,2,42045,9969,1387,Large fringe metro,13.913130705186077,1
PA,Erie County,3,42049,6593,606,Medium metro,9.19156681328682,0
PA,Fayette County,2,42051,2768,307,Large fringe metro,11.091040462427745,0
PA,Franklin County,4,42055,3227,441,Small metro,13.665943600867678,1
PA,Huntingdon County,5,42061,741,101,Micropolitan,13.630229419703104,1
PA,Indiana County,5,42063,1608,180,Micropolitan,11.194029850746269,0
PA,Lackawanna County,3,42069,5778,586,Medium metro,10.141917618553133,0
PA,Lancaster County,3,42071,10238,1230,Medium metro,12.014065247118578,0
PA,Lawrence County,5,42073,1993,200,Micropolitan,10.035122930255895,0
PA,Lebanon County,4,42075,2840,268,Small metro,9.43661971830986,0
PA,Lehigh County,3,42077,10140,1520,Medium metro,14.990138067061142,1
PA,Luzerne County,3,42079,7934,894,Medium metro,11.26796067557348,0
PA,Lycoming County,4,42081,2834,400,Small metro,14.114326040931546,1
PA,Mercer County,3,42085,2632,263,Medium metro,9.992401215805472,0
PA,Mifflin County,5,42087,1163,215,Micropolitan,18.486672398968185,1
PA,Monroe County,4,42089,2754,325,Small metro,11.801016702977488,0
PA,Montgomery County,2,42091,17025,2390,Large fringe metro,14.038179148311306,1
PA,Montour County,4,42093,2606,481,Small metro,18.457405986185726,1
PA,Northampton County,3,42095,5265,591,Medium metro,11.225071225071224,0
PA,Northumberland County,5,42097,1586,217,Micropolitan,13.682219419924339,1
PA,Philadelphia County,1,42101,31467,3748,Large central metro,11.910890774462136,0
PA,Schuylkill County,5,42107,3025,339,Micropolitan,11.206611570247933,0
PA,Somerset County,5,42111,1753,215,Micropolitan,12.26468910439247,1
PA,Union County,5,42119,925,154,Micropolitan,16.64864864864865,1
PA,Venango County,5,42121,1096,101,Micropolitan,9.215328467153284,0
PA,Washington County,2,42125,4680,347,Large fringe metro,7.414529914529915,0
PA,Westmoreland County,2,42129,7111,639,Large fringe metro,8.986077907467305,0
PA,York County,3,42133,8311,900,Medium metro,10.829021778366021,0
RI,Kent County,2,44003,2998,345,Large fringe metro,11.507671781187458,0
RI,Providence County,1,44007,13489,2198,Large central metro,16.294758692267774,1
RI,Washington County,2,44009,2038,147,Large fringe metro,7.212953876349363,0
SC,Aiken County,3,45003,3352,319,Medium metro,9.516706443914082,0
SC,Anderson County,3,45007,5041,670,Medium metro,13.291013687760364,1
SC,Beaufort County,4,45013,3144,252,Small metro,8.015267175572518,0
SC,Berkeley County,3,45015,2911,183,Medium metro,6.286499484713157,0
SC,Charleston County,3,45019,9791,1110,Medium metro,11.33694208967419,0
SC,Colleton County,6,45029,1104,160,Noncore,14.492753623188406,1
SC,Darlington County,4,45031,1263,202,Small metro,15.993665874901028,1
SC,Dorchester County,3,45035,1831,208,Medium metro,11.3599126160568,0
SC,Florence County,4,45041,6022,986,Small metro,16.37329790767187,1
SC,Georgetown County,5,45043,1957,275,Micropolitan,14.052120592743996,1
SC,Greenville County,3,45045,11135,1515,Medium metro,13.605747642568478,1
SC,Greenwood County,5,45047,2192,295,Micropolitan,13.458029197080293,1
SC,Horry County,3,45051,8615,919,Medium metro,10.667440510737086,0
SC,Kershaw County,3,45055,1246,126,Medium metro,10.112359550561797,0
SC,Lancaster County,2,45057,1562,171,Large fringe metro,10.947503201024327,0
SC,Laurens County,3,45059,1457,150,Medium metro,10.29512697323267,0
SC,Lexington County,3,45063,5789,660,Medium metro,11.40093280359302,0
SC,Oconee County,5,45073,1850,196,Micropolitan,10.594594594594595,0
SC,Orangeburg County,5,45075,2278,318,Micropolitan,13.95961369622476,1
SC,Pickens County,3,45077,1933,271,Medium metro,14.019658561821002,1
SC,Richland County,3,45079,8450,1038,Medium metro,12.284023668639053,1
SC,Spartanburg County,3,45083,8119,1356,Medium metro,16.701564232048284,1
SC,Sumter County,4,45085,2276,269,Small metro,11.818980667838312,0
SC,York County,2,45091,4245,410,Large fringe metro,9.65842167255595,0
SD,Brown County,5,46013,772,120,Micropolitan,15.544041450777202,1
SD,Minnehaha County,4,46099,5127,858,Small metro,16.73493270918666,1
SD,Pennington County,4,46103,2543,281,Small metro,11.049941014549743,0
TN,Anderson County,3,47001,2309,237,Medium metro,10.264183629276744,0
TN,Blount County,3,47009,2895,259,Medium metro,8.946459412780657,0
TN,Bradley County,4,47011,2327,245,Small metro,10.528577567683712,0
TN,Carter County,4,47019,1322,145,Small metro,10.968229954614221,0
TN,Cocke County,5,47029,975,123,Micropolitan,12.615384615384615,1
TN,Coffee County,5,47031,1250,108,Micropolitan,8.64,0
TN,Cumberland County,5,47035,1745,186,Micropolitan,10.659025787965616,0
TN,Davidson County,1,47037,19059,2672,Large central metro,14.019623275093132,1
TN,Dickson County,2,47043,1282,244,Large fringe metro,19.03276131045242,1
TN,Dyer County,5,47045,992,127,Micropolitan,12.80241935483871,1
TN,Franklin County,5,47051,961,102,Micropolitan,10.61394380853278,0
TN,Greene County,5,47059,1629,140,Micropolitan,8.594229588704728,0
TN,Hamblen County,4,47063,1843,241,Small metro,13.076505697232774,1
TN,Hamilton County,3,47065,11061,1379,Medium metro,12.467227194647862,1
TN,Jefferson County,4,47089,1276,160,Small metro,12.539184952978054,1
TN,Knox County,3,47093,13746,1494,Medium metro,10.868616324749018,0
TN,Madison County,4,47113,4485,932,Small metro,20.780379041248604,1
TN,Maury County,2,47119,2557,395,Large fringe metro,15.447790379350801,1
TN,Monroe County,6,47123,1025,107,Noncore,10.439024390243903,0
TN,Montgomery County,3,47125,2925,323,Medium metro,11.042735042735043,0
TN,Obion County,5,47131,732,108,Micropolitan,14.754098360655737,1
TN,Putnam County,5,47141,2492,360,Micropolitan,14.446227929373997,1
TN,Roane County,3,47145,1282,125,Medium metro,9.750390015600624,0
TN,Robertson County,2,47147,1286,129,Large fringe metro,10.031104199066874,0
TN,Rutherford County,2,47149,5607,870,Large fringe metro,15.516318887105404,1
TN,Sevier County,5,47155,1949,218,Micropolitan,11.185223191380194,0
TN,Shelby County,1,47157,22560,2624,Large central metro,11.631205673758865,0
TN,Sullivan County,3,47163,6553,796,Medium metro,12.147108194719976,1
TN,Sumner County,2,47165,3360,489,Large fringe metro,14.553571428571429,1
TN,Washington County,4,47179,4744,589,Small metro,12.415682967959528,1
TN,Williamson County,2,47187,2390,285,Large fringe metro,11.92468619246862,0
TN,Wilson County,2,47189,2018,221,Large fringe metro,10.951437066402377,0
TX,Anderson County,5,48001,1153,175,Micropolitan,15.177797051170858,1
TX,Angelina County,5,48005,2344,442,Micropolitan,18.85665529010239,1
TX,Atascosa County,2,48013,796,136,Large fringe metro,17.08542713567839,1
TX,Bell County,3,48027,6435,944,Medium metro,14.669774669774672,1
TX,Bexar County,1,48029,35809,6654,Large central metro,18.581920746181126,1
TX,Bowie County,4,48037,3286,631,Small metro,19.202678027997568,1
TX,Brazoria County,2,48039,4527,597,Large fringe metro,13.18754141815772,1
TX,Brazos County,4,48041,3369,662,Small metro,19.649747699614128,1
TX,Brown County,5,48049,1012,164,Micropolitan,16.205533596837945,1
TX,Burnet County,6,48053,932,123,Noncore,13.197424892703863,1
TX,Cameron County,3,48061,7704,2080,Medium metro,26.99896157840083,1
TX,Cherokee County,5,48073,917,145,Micropolitan,15.812431842966193,1
TX,Collin County,1,48085,12984,1854,Large central metro,14.279112754158966,1
TX,Comal County,2,48091,2929,449,Large fringe metro,15.329463980880847,1
TX,Dallas County,1,48113,36670,5224,Large central metro,14.245977638396509,1
TX,Denton County,2,48121,8640,1076,Large fringe metro,12.453703703703704,1
TX,Ector County,4,48135,3117,672,Small metro,21.559191530317612,1
TX,Ellis County,2,48139,2502,337,Large fringe metro,13.469224620303757,1
TX,El Paso County,3,48141,14570,3229,Medium metro,22.16197666437886,1
TX,Fort Bend County,2,48157,7299,850,Large fringe metro,11.645430880942595,0
TX,Galveston County,2,48167,5700,826,Large fringe metro,14.491228070175438,1
TX,Grayson County,4,48181,3829,696,Small metro,18.177069731000262,1
TX,Gregg County,4,48183,4145,871,Small metro,21.013268998793727,1
TX,Guadalupe County,2,48187,2027,250,Large fringe metro,12.333497779970399,1
TX,Hale County,5,48189,535,124,Micropolitan,23.177570093457945,1
TX,Harris County,1,48201,66714,9955,Large central metro,14.921905447132536,1
TX,Hays County,2,48209,2606,322,Large fringe metro,12.356101304681504,1
TX,Henderson County,5,48213,1777,177,Micropolitan,9.960607765897581,0
TX,Hidalgo County,3,48215,12523,3290,Medium metro,26.271660145332586,1
TX,Hood County,2,48221,1339,155,Large fringe metro,11.57580283793876,0
TX,Hopkins County,5,48223,909,167,Micropolitan,18.371837183718373,1
TX,Hunt County,2,48231,1847,270,Large fringe metro,14.618299945858148,1
TX,Jefferson County,3,48245,6851,1144,Medium metro,16.698292220113853,1
TX,Jim Wells County,5,48249,687,112,Micropolitan,16.302765647743815,1
TX,Johnson County,2,48251,2054,185,Large fringe metro,9.006815968841284,0
TX,Kaufman County,2,48257,1561,120,Large fringe metro,7.687379884689302,0
TX,Kerr County,5,48265,1415,129,Micropolitan,9.11660777385159,0
TX,Lamar County,5,48277,1578,269,Micropolitan,17.046894803548795,1
TX,Lubbock County,3,48303,8193,1773,Medium metro,21.640424752837788,1
TX,McLennan County,3,48309,5613,917,Medium metro,16.33707464813825,1
TX,Maverick County,5,48323,841,203,Micropolitan,24.137931034482758,1
TX,Midland County,4,48329,2505,446,Small metro,17.80439121756487,1
TX,Montgomery County,2,48339,11230,1702,Large fringe metro,15.155832591273374,1
TX,Nacogdoches County,5,48347,1539,323,Micropolitan,20.98765432098765,1
TX,Navarro County,5,48349,929,157,Micropolitan,16.89989235737352,1
TX,Nueces County,3,48355,8268,1536,Medium metro,18.57764876632801,1
TX,Parker County,2,48367,1827,172,Large fringe metro,9.414340448823207,0
TX,Potter County,3,48375,4933,1142,Medium metro,23.150212852219745,1
TX,Rockwall County,2,48397,1789,373,Large fringe metro,20.849636668529907,1
TX,Smith County,4,48423,8427,1685,Small metro,19.995253352319924,1
TX,Tarrant County,1,48439,33904,5440,Large central metro,16.04530438886267,1
TX,Taylor County,4,48441,3834,828,Small metro,21.5962441314554,1
TX,Titus County,5,48449,685,110,Micropolitan,16.05839416058394,1
TX,Tom Green County,4,48451,2864,527,Small metro,18.400837988826815,1
TX,Travis County,1,48453,14143,1790,Large central metro,12.656437813759458,1
TX,Val Verde County,5,48465,644,117,Micropolitan,18.16770186335404,1
TX,Victoria County,4,48469,2450,555,Small metro,22.653061224489797,1
TX,Walker County,5,48471,958,129,Micropolitan,13.465553235908143,1
TX,Webb County,3,48479,3821,1007,Medium metro,26.35435749803716,1
TX,Wichita County,4,48485,3540,614,Small metro,17.34463276836158,1
TX,Williamson County,2,48491,7211,929,Large fringe metro,12.883095271113575,1
TX,Wise County,2,48497,1334,214,Large fringe metro,16.041979010494753,1
UT,Davis County,3,49011,3538,200,Medium metro,5.652911249293386,0
UT,Salt Lake County,1,49035,15827,1461,Large central metro,9.231060845390788,0
UT,Utah County,3,49049,5717,592,Medium metro,10.355081336365227,0
UT,Washington County,4,49053,3494,380,Small metro,10.875787063537492,0
UT,Weber County,3,49057,3954,356,Medium metro,9.003540718259991,0
VA,Albemarle County,4,51003,1935,131,Small metro,6.770025839793281,0
VA,Arlington County,1,51013,2757,361,Large central metro,13.093942691331156,1
VA,Augusta County,4,51015,1899,206,Small metro,10.847814639283834,0
VA,Chesterfield County,2,51041,5065,418,Large fringe metro,8.252714708785785,0
VA,Fairfax County,2,51059,10755,1100,Large fringe metro,10.2278010227801,0
VA,Halifax County,6,51083,920,121,Noncore,13.152173913043477,1
VA,Hanover County,2,51085,2800,333,Large fringe metro,11.892857142857142,0
VA,Henrico County,2,51087,7149,804,Large fringe metro,11.246328157784305,0
VA,Loudoun County,2,51107,3388,295,Large fringe metro,8.707201889020071,0
VA,Montgomery County,4,51121,1569,161,Small metro,10.261312938177184,0
VA,Prince William County,2,51153,3478,338,Large fringe metro,9.718228867165038,0
VA,Rockingham County,4,51165,1717,236,Small metro,13.74490390215492,1
VA,Washington County,3,51191,1392,162,Medium metro,11.637931034482758,0
VA,York County,2,51199,1035,101,Large fringe metro,9.758454106280192,0
VA,Alexandria city,1,51510,1707,215,Large central metro,12.595196250732279,1
VA,Charlottesville city,4,51540,2190,204,Small metro,9.315068493150685,0
VA,Chesapeake city,2,51550,3586,294,Large fringe metro,8.198549916341328,0
VA,Danville city,5,51590,1648,207,Micropolitan,12.560679611650485,1
VA,Fredericksburg city,2,51630,1741,187,Large fringe metro,10.74095347501436,0
VA,Hampton city,2,51650,2399,220,Large fringe metro,9.17048770320967,0
VA,Hopewell city,2,51670,777,114,Large fringe metro,14.671814671814673,1
VA,Lynchburg city,3,51680,3270,519,Medium metro,15.871559633027523,1
VA,Manassas city,2,51683,962,212,Large fringe metro,22.03742203742204,1
VA,Martinsville city,5,51690,912,179,Micropolitan,19.62719298245614,1
VA,Newport News city,2,51700,4038,387,Large fringe metro,9.583952451708768,0
VA,Norfolk city,1,51710,5697,522,Large central metro,9.162717219589258,0
VA,Petersburg city,2,51730,1625,228,Large fringe metro,14.03076923076923,1
VA,Portsmouth city,2,51740,2175,223,Large fringe metro,10.252873563218392,0
VA,Richmond city,1,51760,6324,559,Large central metro,8.839342188488299,0
VA,Roanoke city,3,51770,4736,510,Medium metro,10.76858108108108,0
VA,Salem city,3,51775,1710,197,Medium metro,11.52046783625731,0
VA,Suffolk city,2,51800,1918,308,Large fringe metro,16.05839416058394,1
VA,Virginia Beach city,1,51810,6388,427,Large central metro,6.684408265497808,0
VA,Winchester city,4,51840,2256,329,Small metro,14.583333333333334,1
VT,Chittenden County,4,50007,3154,149,Small metro,4.724159797083069,0
WA,Benton County,3,53005,3686,454,Medium metro,12.316874660879002,1
WA,Chelan County,4,53007,1819,175,Small metro,9.620670698185817,0
WA,Clark County,2,53011,7760,489,Large fringe metro,6.301546391752577,0
WA,Cowlitz County,4,53015,2425,133,Small metro,5.484536082474227,0
WA,Franklin County,3,53021,641,120,Medium metro,18.720748829953198,1
WA,King County,1,53033,27922,1951,Large central metro,6.987321825084162,0
WA,Kitsap County,3,53035,3884,166,Medium metro,4.27394438722966,0
WA,Pierce County,2,53053,14377,926,Large fringe metro,6.440843013145997,0
WA,Skagit County,4,53057,2441,102,Small metro,4.178615321589513,0
WA,Snohomish County,2,53061,10354,591,Large fringe metro,5.707938960788101,0
WA,Spokane County,3,53063,10874,1033,Medium metro,9.499724112562074,0
WA,Thurston County,3,53067,4843,259,Medium metro,5.347924839975222,0
WA,Whatcom County,4,53073,3495,164,Small metro,4.69241773962804,0
WA,Yakima County,4,53077,4064,507,Small metro,12.475393700787402,1
WI,Brown County,3,55009,5234,525,Medium metro,10.030569354222392,0
WI,Dane County,3,55025,8630,629,Medium metro,7.288528389339513,0
WI,Dodge County,5,55027,1688,189,Micropolitan,11.196682464454977,0
WI,Eau Claire County,4,55035,2498,250,Small metro,10.0080064051241,0
WI,Fond du Lac County,4,55039,1994,179,Small metro,8.976930792377132,0
WI,Kenosha County,2,55059,3010,420,Large fringe metro,13.953488372093023,1
WI,La Crosse County,4,55063,2908,278,Small metro,9.559834938101789,0
WI,Marathon County,4,55073,3069,364,Small metro,11.860540892798957,0
WI,Milwaukee County,1,55079,18979,1676,Large central metro,8.830813003846357,0
WI,Outagamie County,4,55087,3319,403,Small metro,12.14221150949081,1
WI,Ozaukee County,2,55089,2105,225,Large fringe metro,10.688836104513063,0
WI,Racine County,4,55101,3282,373,Small metro,11.365021328458257,0
WI,Rock County,4,55105,3130,248,Small metro,7.92332268370607,0
WI,Sheboygan County,4,55117,2235,208,Small metro,9.306487695749441,0
WI,Walworth County,5,55127,1571,134,Micropolitan,8.52959898154042,0
WI,Washington County,2,55131,2054,148,Large fringe metro,7.205452775073027,0
WI,Waukesha County,2,55133,6970,744,Large fringe metro,10.674318507890963,0
WI,Waupaca County,6,55135,1119,131,Noncore,11.706881143878462,0
WI,Winnebago County,4,55139,3285,289,Small metro,8.797564687975648,0
WI,Wood County,5,55141,2414,230,Micropolitan,9.52775476387738,0
WV,Berkeley County,3,54003,1823,172,Medium metro,9.43499725726824,0
WV,Brooke County,4,54009,779,138,Small metro,17.715019255455715,1
WV,Cabell County,3,54011,3988,407,Medium metro,10.205616850551655,0
WV,Harrison County,5,54033,1843,179,Micropolitan,9.712425393380359,0
WV,Kanawha County,4,54039,5974,585,Small metro,9.792433880147305,0
WV,Mercer County,5,54055,1563,151,Micropolitan,9.660908509277032,0
WV,Monongalia County,4,54061,3546,514,Small metro,14.495205865764241,1
WV,Ohio County,4,54069,1997,283,Small metro,14.171256885327994,1
WV,Raleigh County,4,54081,2603,181,Small metro,6.9535151747983095,0
WV,Wood County,4,54107,2037,235,Small metro,11.536573392243495,0
WY,Laramie County,4,56021,1868,202,Small metro,10.813704496788008,0
WY,Natrona County,4,56025,1886,250,Small metro,13.255567338282079,1
